Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Media
1758167496,"Aug 8, 2018, 11:22:53 AM",Morning Run,Run,,2585,7.08,,,false,,,activities/1758167496.gpx,83.91459655761719,,2585.0,2487.0,7080.0,5.0,,2.325000047683716,,12.5,15.0,6.400000095367432,0.007062146905809641,,,,,,,,,731.5861206054688,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1769594976,"Aug 13, 2018, 3:22:20 PM",Morning Ride,Ride,,2481,8.70,129.0,5,false,,,activities/1899783415.tcx.gz,83.91459655761719,,2481.0,2327.0,8701.900390625,6.300000190734863,,6.9178571701049805,,7.300000190734863,11.0,33.29999923706055,0.00919339433312416,,,,,129.0,100.71107482910156,,35.382442474365234,254.0,,,5.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1769595020,"Aug 12, 2018, 12:01:42 PM",Morning Run,Run,,1869,4.93,175.0,41,false,,,activities/1899783461.tcx.gz,83.91459655761719,,1869.0,1804.0,4929.7001953125,3.5999999046325684,,5.699999809265137,,7.300000190734863,11.0,25.0,-0.004057041835039854,,,,,175.0,159.04434204101562,,,462.0,,,41.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1769595060,"Aug 10, 2018, 11:30:05 AM",Morning Run,Run,,1303,3.66,182.0,34,false,,,activities/1899783570.tcx.gz,83.91459655761719,,1303.0,1284.0,3661.10009765625,4.099999904632568,,0.0,,12.800000190734863,15.100000381469727,7.5,-0.030045615509152412,,,,,182.0,163.5917205810547,,,332.0,,,34.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1769595143,"Aug 9, 2018, 2:43:57 AM",Night Run,Run,,31,0.01,63.0,0,false,,,activities/1899783764.tcx.gz,83.91459655761719,,31.0,7.0,12.0,1.100000023841858,,0.0,,14.800000190734863,14.800000190734863,0.0,0.0,,,,,63.0,59.0,,,1.0,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1769595295,"Aug 8, 2018, 11:23:19 AM",Morning Run,Run,,2244,6.47,182.0,79,false,,,activities/1899783822.tcx.gz,83.91459655761719,,2244.0,2227.0,6474.2998046875,3.700000047683716,,2.0999999046325684,,12.5,15.0,8.5,0.0,,,,,182.0,170.81814575195312,,,613.0,,,79.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1777415387,"Aug 14, 2018, 5:14:10 PM",Lunch Ride,Ride,,4712,8.75,140.0,6,false,,,activities/1907837030.tcx.gz,83.91459655761719,,4712.0,2251.0,8750.099609375,6.300000190734863,,7.263636589050293,,4.800000190734863,11.0,27.299999237060547,-0.0011428440921008587,,,,,140.0,116.01673889160156,,37.68597412109375,339.0,,,6.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1781459700,"Aug 17, 2018, 11:34:42 AM",Morning Run,Run,,3063,8.09,179.0,92,false,,,activities/1912006709.tcx.gz,83.91459655761719,,3063.0,3058.0,8094.39990234375,3.200000047683716,,2.3263158798217773,,12.399999618530273,15.0,8.399999618530273,-0.0012354219797998667,,,,,179.0,166.96792602539062,,,811.0,,,92.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1785111638,"Aug 20, 2018, 11:24:51 AM",Morning Run,Run,,3459,9.24,180.0,105,false,,,activities/1915794194.tcx.gz,83.91459655761719,,3459.0,3451.0,9244.400390625,3.4000000953674316,,4.899385929107666,,12.5,15.199999809265137,9.300000190734863,0.008653887547552586,,,,,180.0,167.61605834960938,,,912.0,,,105.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1801859015,"Aug 27, 2018, 10:24:17 PM",Afternoon Run,Run,,1645,3.89,186.0,59,false,,,activities/1933008518.tcx.gz,83.91459655761719,,1645.0,1520.0,3897.300048828125,5.0,,0.0,,13.0,14.100000381469727,10.399999618530273,0.005131757818162441,,,,,186.0,172.7313995361328,,,437.0,,,59.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1808578608,"Aug 29, 2018, 11:35:12 AM",Morning Run,Run,,1797,4.91,182.0,59,false,,,activities/1939888635.tcx.gz,83.91459655761719,,1797.0,1788.0,4913.5,3.200000047683716,,2.325000047683716,,12.5,15.0,8.0,-0.006105627398937941,,,,,182.0,168.96365356445312,,,483.0,,,59.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1821018793,"Sep 3, 2018, 11:22:28 AM",Morning Run,Run,,1798,4.83,173.0,45,false,,,activities/1952671118.tcx.gz,83.91459655761719,,1798.0,1790.0,4836.7001953125,2.9000000953674316,,4.78787088394165,,11.300000190734863,15.199999809265137,9.800000190734863,0.0,,,,,173.0,161.15809631347656,,,457.0,,,45.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1827506584,"Sep 8, 2018, 1:07:46 PM",Travis Mannion Foundation 5k,Run,"",1588,4.92,195.0,79,false,"",,activities/1959339721.tcx.gz,83.91459655761719,,1588.0,1573.0,4928.89990234375,4.599999904632568,,12.467728614807129,12.7677001953125,8.0,15.600000381469727,24.200000762939453,-0.0060865506529808044,,,,,195.0,179.902099609375,,,458.0,,,79.0,,,,,,,,,,,0.0,,0.0,,,4964.89990234375,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,""
1832023376,"Sep 10, 2018, 11:03:15 AM",Morning Run,Run,,1844,3.17,164.0,7,false,,,activities/1964032901.tcx.gz,83.91459655761719,,1844.0,1814.0,3172.300048828125,3.200000047683716,,2.4277777671813965,,12.399999618530273,15.199999809265137,7.0,0.03152287006378174,,,,,164.0,109.6762466430664,,,296.0,,,7.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1843424329,"Sep 15, 2018, 3:15:22 PM",Morning Run,Run,,2429,6.28,188.0,89,false,,,activities/1975746934.tcx.gz,83.91459655761719,,2429.0,2272.0,6280.10009765625,4.599999904632568,,47.736671447753906,47.93669891357422,286.3999938964844,307.6000061035156,9.699999809265137,-0.003184662666171789,,,,,188.0,174.0338897705078,,,648.0,,,89.0,,,,,,,,,,,,,0.0,,,6345.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,""
1847542269,"Sep 17, 2018, 11:18:50 AM",Morning Run,Run,,1509,3.62,170.0,24,false,,,activities/1980028548.tcx.gz,83.91459655761719,,1509.0,1453.0,3621.0,3.5999999046325684,,0.0,,12.399999618530273,14.399999618530273,20.0,-0.011046672239899635,,,,,170.0,149.45591735839844,,,347.0,,,24.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1854128702,"Sep 20, 2018, 11:16:58 AM",Morning Run,Run,,3848,9.71,191.0,146,false,,,activities/1986846229.tcx.gz,83.91459655761719,,3848.0,3833.0,9710.599609375,3.0999999046325684,,4.796198844909668,,12.5,15.100000381469727,9.800000190734863,0.008238419890403748,,,,,191.0,173.25645446777344,,,1078.0,,,146.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1858576415,"Sep 22, 2018, 2:03:02 PM",Morning Run,Run,,3517,10.12,181.0,116,false,,,activities/1991515905.tcx.gz,83.91459655761719,,3517.0,3512.0,10123.900390625,4.599999904632568,,77.15705108642578,73.85710144042969,285.20001220703125,312.20001220703125,14.0,0.03259613364934921,,,,,181.0,170.23104858398438,,,960.0,,,116.0,,,,,,,,,,,,,0.0,,,10237.099609375,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,""
1862659302,"Sep 24, 2018, 11:38:26 AM",Activity,Run,,2287,4.79,174.0,38,false,,,activities/1995743277.tcx.gz,83.91459655761719,,2287.0,1882.0,4789.89990234375,11.600000381469727,,2.3416666984558105,,12.5,15.0,21.700000762939453,0.027140440419316292,,,,,174.0,155.65621948242188,,,500.0,,,38.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1866671082,"Sep 26, 2018, 11:18:43 AM",Morning Run,Run,,1810,4.17,170.0,23,false,,,activities/1999851072.tcx.gz,83.91459655761719,,1810.0,1800.0,4170.7998046875,3.200000047683716,,2.3333332538604736,,12.5,15.0,3.9000000953674316,0.011988108046352863,,,,,170.0,144.85650634765625,,,405.0,,,23.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1873500090,"Sep 29, 2018, 3:16:14 PM",Morning Run,Run,,5244,13.20,177.0,157,false,,,activities/2006884690.tcx.gz,83.91459655761719,,5244.0,5222.0,13200.900390625,3.5,,9.337075233459473,,12.600000381469727,17.200000762939453,23.799999237060547,0.004545144736766815,,,,,177.0,168.0078582763672,,,1405.0,,,157.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1879288678,"Oct 2, 2018, 11:36:19 AM",Morning Run,Run,,1817,4.90,171.0,38,false,,,activities/2012928445.tcx.gz,83.91459655761719,,1817.0,1812.0,4903.7001953125,3.0999999046325684,,2.299999952316284,,12.5,15.0,9.100000381469727,0.006117829587310553,,,,,171.0,156.4016571044922,,,450.0,,,38.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1883575789,"Oct 4, 2018, 11:10:44 AM",Morning Run,Run,,5488,14.57,177.0,158,false,,,activities/2017321829.tcx.gz,83.91459655761719,,5488.0,5475.0,14569.099609375,3.200000047683716,,7.209257125854492,,12.5,15.5,11.100000381469727,0.006863841786980629,,,,,177.0,166.769775390625,,,1475.0,,,158.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1887523954,"Oct 6, 2018, 12:04:04 PM",Morning Run,Run,,2504,6.59,184.0,56,false,,,activities/2021378089.tcx.gz,83.91459655761719,,2504.0,2436.0,6598.0,3.200000047683716,,0.0,,12.399999618530273,14.5,9.800000190734863,0.006062443368136883,,,,,184.0,160.12078857421875,,,620.0,,,56.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1891842404,"Oct 8, 2018, 11:58:34 AM",Morning Run,Run,,2089,5.33,180.0,53,false,,,activities/2025975751.tcx.gz,83.91459655761719,,2089.0,2068.0,5332.2001953125,3.299999952316284,,2.4488303661346436,,12.600000381469727,15.199999809265137,11.0,0.0018753985641524196,,,,,180.0,161.3123779296875,,,538.0,,,53.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1897354675,"Oct 11, 2018, 1:35:03 AM",Evening Run,Run,,2520,6.55,179.0,55,false,,,activities/2031643791.tcx.gz,83.91459655761719,,2520.0,2512.0,6557.60009765625,3.9000000953674316,,0.0,,12.699999809265137,14.5,6.0,-0.009149689227342606,,,,,179.0,157.45033264160156,,,633.0,,,55.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1900038329,"Oct 12, 2018, 1:31:58 PM",Morning Run,Run,,2647,5.75,171.0,42,false,,,activities/2034409067.tcx.gz,83.91459655761719,,2647.0,2485.0,5758.89990234375,3.200000047683716,,2.1842105388641357,,12.5,15.0,8.300000190734863,0.00347288534976542,,,,,171.0,149.0438690185547,,,618.0,,,42.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1901923757,"Oct 13, 2018, 12:43:04 PM",Morning Run,Run,,1551,3.82,173.0,29,false,,,activities/2036358666.tcx.gz,83.91459655761719,,1551.0,1543.0,3825.5,3.5999999046325684,,35.66157913208008,28.261600494384766,283.1000061035156,305.0,12.0,0.19343876838684082,,,,,173.0,150.73428344726562,,,366.0,,,29.0,,,,,,,,,,,,,0.0,,,3883.300048828125,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,""
1916476113,"Oct 20, 2018, 1:59:31 PM",Morning Run,Run,,3426,9.07,179.0,106,false,,,activities/2051444798.tcx.gz,83.91459655761719,,3426.0,3408.0,9070.099609375,3.799999952316284,,0.0,,12.199999809265137,14.199999809265137,3.799999952316284,0.006615141872316599,,,,,179.0,167.17869567871094,,,913.0,,,106.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1923580175,"Oct 23, 2018, 9:16:09 PM",Afternoon Run,Run,,3665,9.75,182.0,103,false,,,activities/2058842147.tcx.gz,83.91459655761719,,3665.0,3618.0,9751.7001953125,3.799999952316284,,0.0,,12.199999809265137,14.199999809265137,4.0,0.008203697390854359,,,,,182.0,164.30072021484375,,,962.0,,,103.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1932928718,"Oct 28, 2018, 4:19:01 PM",Lunch Run,Run,,9554,9.91,186.0,140,false,,,activities/2068470050.tcx.gz,83.91459655761719,,9554.0,3425.0,9909.7998046875,3.5999999046325684,,2.132352828979492,,12.199999809265137,15.199999809265137,14.800000190734863,0.021191144362092018,,,,,186.0,175.2230682373047,,,981.0,,,140.0,,,,,,,,,,,,,0.0,,,9917.7001953125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1943415949,"Nov 3, 2018, 1:21:00 PM",Morning Run,Run,,6179,17.04,174.0,181,false,,,activities/2079281251.tcx.gz,83.91459655761719,,6179.0,6163.0,17040.099609375,4.599999904632568,,105.06759643554688,116.46800231933594,281.5,312.29998779296875,13.899999618530273,-0.06690101325511932,,,,,174.0,165.04803466796875,,,1590.0,,,181.0,,,,,,,,,,,,,0.0,,,17159.599609375,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,""
1948277742,"Nov 5, 2018, 9:36:46 PM",Afternoon Run,Run,,2449,5.07,173.0,53,false,,,activities/2084337855.tcx.gz,83.91459655761719,,2449.0,2318.0,5074.60009765625,4.800000190734863,,2.0535714626312256,,11.800000190734863,14.399999618530273,4.0,-0.005911795888096094,,,,,173.0,159.20513916015625,,,573.0,,,53.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1953199258,"Nov 8, 2018, 2:09:28 PM",Morning Run,Run,,5585,13.67,173.0,117,false,,,activities/2089397046.tcx.gz,83.91459655761719,,5585.0,5535.0,13671.7001953125,3.5,,0.0,,13.0,14.399999618530273,2.799999952316284,0.00585150346159935,,,,,173.0,157.3489990234375,,,1349.0,,,117.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1959723206,"Nov 11, 2018, 10:13:22 PM",Afternoon Run,Run,,2128,5.58,165.0,44,false,,,activities/2096116598.tcx.gz,83.91459655761719,,2128.0,2097.0,5587.89990234375,3.4000000953674316,,2.3450000286102295,,11.800000190734863,14.399999618530273,6.300000190734863,0.014316648244857788,,,,,165.0,154.18788146972656,,,447.0,,,44.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1965176483,"Nov 14, 2018, 10:25:01 PM",Afternoon Run,Run,,3019,8.87,178.0,95,false,,,activities/2101673260.tcx.gz,83.91459655761719,,3019.0,3011.0,8869.599609375,3.5999999046325684,,0.0,,12.699999809265137,14.399999618530273,3.299999952316284,0.001127446535974741,,,,,178.0,169.3503875732422,,,814.0,,,95.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1979897962,"Nov 22, 2018, 3:36:02 PM",Austin Turkey Trot,Run,"",2721,8.12,184.0,109,false,"",,activities/2116924616.tcx.gz,83.91459655761719,,2721.0,2498.0,8122.2998046875,4.900000095367432,,88.86488342285156,95.16490173339844,131.1999969482422,177.39999389648438,22.799999237060547,-0.07756423950195312,,,,,184.0,177.37750244140625,,,696.0,,,109.0,,,,,,,,,,,0.0,,0.0,,,8335.099609375,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,""
1987593713,"Nov 27, 2018, 12:17:02 PM",Morning Run,Run,,1933,4.40,169.0,28,false,,,activities/2125001588.tcx.gz,83.91459655761719,,1933.0,1831.0,4406.60009765625,4.300000190734863,,0.0,,12.699999809265137,14.800000190734863,4.400000095367432,0.02269323356449604,,,,,169.0,145.9245147705078,,,421.0,,,28.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1990273812,"Nov 28, 2018, 9:22:59 PM",Afternoon Run,Run,,3816,9.71,176.0,99,false,,,activities/2127780095.tcx.gz,83.91459655761719,,3816.0,3802.0,9711.599609375,3.5,,2.0281307697296143,,12.699999809265137,14.899999618530273,2.5999999046325684,-0.002059392863884568,,,,,176.0,162.4584197998047,,,972.0,,,99.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1994274043,"Dec 1, 2018, 12:07:27 PM",Morning Run,Run,,1844,4.93,173.0,52,false,,,activities/2131970654.tcx.gz,83.91459655761719,,1844.0,1830.0,4938.60009765625,3.299999952316284,,0.0,,12.899999618530273,14.399999618530273,2.700000047683716,0.0,,,,,173.0,163.66357421875,,,478.0,,,52.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2000851308,"Dec 4, 2018, 9:57:18 PM",Afternoon Run,Run,,4879,12.89,171.0,110,false,,,activities/2138842292.tcx.gz,83.91459655761719,,4879.0,4859.0,12892.0,3.799999952316284,,0.0,,12.899999618530273,14.399999618530273,4.0,0.0,,,,,171.0,156.9263153076172,,,1186.0,,,110.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2005236091,"Dec 7, 2018, 5:50:03 PM",Lunch Run,Run,,3233,8.08,183.0,98,false,,,activities/2143358557.tcx.gz,83.91459655761719,,3233.0,3215.0,8086.7998046875,3.4000000953674316,,0.0,,12.899999618530273,16.299999237060547,9.199999809265137,0.007419498637318611,,,,,183.0,164.79434204101562,,,818.0,,,98.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2010311021,"Dec 10, 2018, 2:34:58 PM",Morning Run,Run,,8305,21.54,168.0,195,false,,,activities/2148641155.tcx.gz,83.91459655761719,,8305.0,7832.0,21544.599609375,4.0,,0.0,,12.899999618530273,14.399999618530273,33.29999923706055,0.0,,,,,168.0,159.45108032226562,,,1982.0,,,195.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
